profile_id,Profile_name,Profile_lastRunKey,rule_frs_id,rule_out_field_id,rule_out_field,Key_PID_RCOLID,Key_PID_RFRSID
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,2,9mzeapmXZsshlH69BS8W46,1c94b29c-67e3-424e-942f-fda3f288dd77,EmailAddress,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac1c94b29c-67e3-424e-942f-fda3f288dd77,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac9mzeapmXZsshlH69BS8W46
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,2,5q32dv4Rqu1ld32Jw1ZbK5,9bf86670-30bc-417f-a8d9-c0fc285a5015,Valid_Zip,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac9bf86670-30bc-417f-a8d9-c0fc285a5015,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac5q32dv4Rqu1ld32Jw1ZbK5
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,2,5q32dv4Rqu1ld32Jw1ZbK5,6327e482-a7e0-42f8-bede-ac72ce560cae,Valid_Name,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac6327e482-a7e0-42f8-bede-ac72ce560cae,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac5q32dv4Rqu1ld32Jw1ZbK5
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,2,5q32dv4Rqu1ld32Jw1ZbK5,85691dd8-0409-466b-a805-a9bfe5a1ccba,Valid_Contact,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac85691dd8-0409-466b-a805-a9bfe5a1ccba,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac5q32dv4Rqu1ld32Jw1ZbK5
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,2,5q32dv4Rqu1ld32Jw1ZbK5,c26fa72f-5009-47b1-ac7d-739d3fc8d857,Valid_PhoneNumber,81c60f50-fa3b-4d34-aabe-fbf8ec7020acc26fa72f-5009-47b1-ac7d-739d3fc8d857,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac5q32dv4Rqu1ld32Jw1ZbK5
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,2,4AsNshslWFFbAZOZnuWkK0,865b2253-566a-4daa-8c83-b71e259142de,Company_Validation_Rule,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac865b2253-566a-4daa-8c83-b71e259142de,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac4AsNshslWFFbAZOZnuWkK0
81c60f50-fa3b-4d34-aabe-fbf8ec7020ac,Prfl_SuperMarket_Contact,2,0HlG7h8XRFkfEf4fSDfQ6L,f25f7423-7b58-4724-9260-514895781c2e,Country_Validation_Rule,81c60f50-fa3b-4d34-aabe-fbf8ec7020acf25f7423-7b58-4724-9260-514895781c2e,81c60f50-fa3b-4d34-aabe-fbf8ec7020ac0HlG7h8XRFkfEf4fSDfQ6L
127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,1,8cTpv1FMQpjhhOqpzLLsy0,6d387fbb-8c1a-4c65-9844-ea44b75bafa4,Country_Name_Vality_Check,127a6203-7ed3-4609-8dc0-00e859ed0efe6d387fbb-8c1a-4c65-9844-ea44b75bafa4,127a6203-7ed3-4609-8dc0-00e859ed0efe8cTpv1FMQpjhhOqpzLLsy0
127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,1,74TPi4a2MBMcL14YqLtVgC,c4df7cb2-6d34-4b87-a331-54979806b110,Unparsed,127a6203-7ed3-4609-8dc0-00e859ed0efec4df7cb2-6d34-4b87-a331-54979806b110,127a6203-7ed3-4609-8dc0-00e859ed0efe74TPi4a2MBMcL14YqLtVgC
127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,1,74TPi4a2MBMcL14YqLtVgC,c8f5092d-2c97-44cf-bc58-816b2c6c7111,Overflow,127a6203-7ed3-4609-8dc0-00e859ed0efec8f5092d-2c97-44cf-bc58-816b2c6c7111,127a6203-7ed3-4609-8dc0-00e859ed0efe74TPi4a2MBMcL14YqLtVgC
127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,1,74TPi4a2MBMcL14YqLtVgC,da7b3948-03d0-4372-9dfa-42e88edf0f5c,Parsed_Email,127a6203-7ed3-4609-8dc0-00e859ed0efeda7b3948-03d0-4372-9dfa-42e88edf0f5c,127a6203-7ed3-4609-8dc0-00e859ed0efe74TPi4a2MBMcL14YqLtVgC
127a6203-7ed3-4609-8dc0-00e859ed0efe,Profile_CUSTOMER,1,2uVPtVczd0ji2dXKHQ1hOw,7abb1ce0-e58d-4dbc-93ce-4c0c13868c82,Phone_Conformity_Check,127a6203-7ed3-4609-8dc0-00e859ed0efe7abb1ce0-e58d-4dbc-93ce-4c0c13868c82,127a6203-7ed3-4609-8dc0-00e859ed0efe2uVPtVczd0ji2dXKHQ1hOw
20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,20,6BvrtJudNBLltCJBMsONMS,7d8d6640-3620-492e-9469-4026a004582a,Cust_country_validity,20a1bca5-8718-4d4e-b7b9-e042eb5d73087d8d6640-3620-492e-9469-4026a004582a,20a1bca5-8718-4d4e-b7b9-e042eb5d73086BvrtJudNBLltCJBMsONMS
307e5f75-dac2-493b-a5d8-1db279c07092,Profile_CUSTOMER_DATA,9,a5wSwrInvMVjQt4DAv7dsP,729bb8e0-7b82-4e00-a639-226ee3cd2bae,Country_Validity,307e5f75-dac2-493b-a5d8-1db279c07092729bb8e0-7b82-4e00-a639-226ee3cd2bae,307e5f75-dac2-493b-a5d8-1db279c07092a5wSwrInvMVjQt4DAv7dsP
307e5f75-dac2-493b-a5d8-1db279c07092,Profile_CUSTOMER_DATA,9,aKAbOrQhhLejfcC9cYjsAt,e9f4f016-8189-44c7-beb5-8c9952cde77d,Cleanse Country Information,307e5f75-dac2-493b-a5d8-1db279c07092e9f4f016-8189-44c7-beb5-8c9952cde77d,307e5f75-dac2-493b-a5d8-1db279c07092aKAbOrQhhLejfcC9cYjsAt
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,kg2xCZ5DQUbkc0VKRTj8qh,07ff4574-3b07-4e72-9507-806f842e3b64,Country Name 1,5b787ebc-23d3-4bd8-9733-18d120465e8207ff4574-3b07-4e72-9507-806f842e3b64,5b787ebc-23d3-4bd8-9733-18d120465e82kg2xCZ5DQUbkc0VKRTj8qh
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,kg2xCZ5DQUbkc0VKRTj8qh,dc70ac4d-754c-4c4b-9718-01036b08a358,Address Lines 2,5b787ebc-23d3-4bd8-9733-18d120465e82dc70ac4d-754c-4c4b-9718-01036b08a358,5b787ebc-23d3-4bd8-9733-18d120465e82kg2xCZ5DQUbkc0VKRTj8qh
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,kg2xCZ5DQUbkc0VKRTj8qh,dd5f3490-b301-4bf9-8bcd-5d32cc1832da,House Number 1,5b787ebc-23d3-4bd8-9733-18d120465e82dd5f3490-b301-4bf9-8bcd-5d32cc1832da,5b787ebc-23d3-4bd8-9733-18d120465e82kg2xCZ5DQUbkc0VKRTj8qh
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,kg2xCZ5DQUbkc0VKRTj8qh,9f55c57b-8cdf-403c-8ef4-8236027c71d5,Building 1,5b787ebc-23d3-4bd8-9733-18d120465e829f55c57b-8cdf-403c-8ef4-8236027c71d5,5b787ebc-23d3-4bd8-9733-18d120465e82kg2xCZ5DQUbkc0VKRTj8qh
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,kg2xCZ5DQUbkc0VKRTj8qh,f31108cf-ec5b-4ea5-a30d-d28f7afcdd80,Postal Code 1,5b787ebc-23d3-4bd8-9733-18d120465e82f31108cf-ec5b-4ea5-a30d-d28f7afcdd80,5b787ebc-23d3-4bd8-9733-18d120465e82kg2xCZ5DQUbkc0VKRTj8qh
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,kg2xCZ5DQUbkc0VKRTj8qh,60f49796-3e81-44cb-bdc0-95cfd02f60fd,Verification Status Code,5b787ebc-23d3-4bd8-9733-18d120465e8260f49796-3e81-44cb-bdc0-95cfd02f60fd,5b787ebc-23d3-4bd8-9733-18d120465e82kg2xCZ5DQUbkc0VKRTj8qh
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,kg2xCZ5DQUbkc0VKRTj8qh,36c60007-1747-4840-8a53-090928779624,Street 1,5b787ebc-23d3-4bd8-9733-18d120465e8236c60007-1747-4840-8a53-090928779624,5b787ebc-23d3-4bd8-9733-18d120465e82kg2xCZ5DQUbkc0VKRTj8qh
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,kg2xCZ5DQUbkc0VKRTj8qh,3bd43f5a-e82f-40c6-9207-20d6e1dc232e,Locality 1,5b787ebc-23d3-4bd8-9733-18d120465e823bd43f5a-e82f-40c6-9207-20d6e1dc232e,5b787ebc-23d3-4bd8-9733-18d120465e82kg2xCZ5DQUbkc0VKRTj8qh
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,kg2xCZ5DQUbkc0VKRTj8qh,150599ed-c267-4041-a32b-70a7b8eecfe4,Address Lines 1,5b787ebc-23d3-4bd8-9733-18d120465e82150599ed-c267-4041-a32b-70a7b8eecfe4,5b787ebc-23d3-4bd8-9733-18d120465e82kg2xCZ5DQUbkc0VKRTj8qh
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,kg2xCZ5DQUbkc0VKRTj8qh,928c78d7-5b47-420a-9892-6770734a4b0b,Match Percentage,5b787ebc-23d3-4bd8-9733-18d120465e82928c78d7-5b47-420a-9892-6770734a4b0b,5b787ebc-23d3-4bd8-9733-18d120465e82kg2xCZ5DQUbkc0VKRTj8qh
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,2uVPtVczd0ji2dXKHQ1hOw,7bf0e58c-aaba-4050-9681-6ea19b0fc932,Phone_Conformity_Check,5b787ebc-23d3-4bd8-9733-18d120465e827bf0e58c-aaba-4050-9681-6ea19b0fc932,5b787ebc-23d3-4bd8-9733-18d120465e822uVPtVczd0ji2dXKHQ1hOw
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,74TPi4a2MBMcL14YqLtVgC,a146e220-10bc-4506-9c20-ca1a3ddb0b1f,Overflow,5b787ebc-23d3-4bd8-9733-18d120465e82a146e220-10bc-4506-9c20-ca1a3ddb0b1f,5b787ebc-23d3-4bd8-9733-18d120465e8274TPi4a2MBMcL14YqLtVgC
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,74TPi4a2MBMcL14YqLtVgC,66f8032f-afd2-4a85-bff6-6759d00412db,Parsed_Email,5b787ebc-23d3-4bd8-9733-18d120465e8266f8032f-afd2-4a85-bff6-6759d00412db,5b787ebc-23d3-4bd8-9733-18d120465e8274TPi4a2MBMcL14YqLtVgC
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,74TPi4a2MBMcL14YqLtVgC,ebebff56-fce4-4cb6-b4eb-f31f7e2b9f81,Unparsed,5b787ebc-23d3-4bd8-9733-18d120465e82ebebff56-fce4-4cb6-b4eb-f31f7e2b9f81,5b787ebc-23d3-4bd8-9733-18d120465e8274TPi4a2MBMcL14YqLtVgC
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,a5wSwrInvMVjQt4DAv7dsP,b512e2be-8abd-4ad9-892f-afb3aff2437e,Country_Validity_Check,5b787ebc-23d3-4bd8-9733-18d120465e82b512e2be-8abd-4ad9-892f-afb3aff2437e,5b787ebc-23d3-4bd8-9733-18d120465e82a5wSwrInvMVjQt4DAv7dsP
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,4VDkLeXakQPdkfSfSzA0ic,4aa9afa8-0c3d-4d7c-9558-e38ed738af79,Country_Check,5b787ebc-23d3-4bd8-9733-18d120465e824aa9afa8-0c3d-4d7c-9558-e38ed738af79,5b787ebc-23d3-4bd8-9733-18d120465e824VDkLeXakQPdkfSfSzA0ic
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,4VDkLeXakQPdkfSfSzA0ic,b922ccca-9f39-45c0-a25c-9f6a67a1d25a,SSN_Conformity_Check,5b787ebc-23d3-4bd8-9733-18d120465e82b922ccca-9f39-45c0-a25c-9f6a67a1d25a,5b787ebc-23d3-4bd8-9733-18d120465e824VDkLeXakQPdkfSfSzA0ic
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,74TPi4a2MBMcL14YqLtVgC,245e2982-d405-4514-95be-2c49da5081c6,Overflow,5b787ebc-23d3-4bd8-9733-18d120465e82245e2982-d405-4514-95be-2c49da5081c6,5b787ebc-23d3-4bd8-9733-18d120465e8274TPi4a2MBMcL14YqLtVgC
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,74TPi4a2MBMcL14YqLtVgC,79825ea3-4df5-48d9-a484-48c48eec8578,Parsed_Email,5b787ebc-23d3-4bd8-9733-18d120465e8279825ea3-4df5-48d9-a484-48c48eec8578,5b787ebc-23d3-4bd8-9733-18d120465e8274TPi4a2MBMcL14YqLtVgC
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,74TPi4a2MBMcL14YqLtVgC,ae0df5a3-fd74-4400-8e0e-63f2dc17286b,Unparsed,5b787ebc-23d3-4bd8-9733-18d120465e82ae0df5a3-fd74-4400-8e0e-63f2dc17286b,5b787ebc-23d3-4bd8-9733-18d120465e8274TPi4a2MBMcL14YqLtVgC
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,2uVPtVczd0ji2dXKHQ1hOw,3e2806db-2233-4ba5-a746-9218b9d68b57,Phone_Conformity_Check,5b787ebc-23d3-4bd8-9733-18d120465e823e2806db-2233-4ba5-a746-9218b9d68b57,5b787ebc-23d3-4bd8-9733-18d120465e822uVPtVczd0ji2dXKHQ1hOw
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,4VDkLeXakQPdkfSfSzA0ic,18605c73-800f-4c70-a712-d097317ab2c0,Country_Check,5b787ebc-23d3-4bd8-9733-18d120465e8218605c73-800f-4c70-a712-d097317ab2c0,5b787ebc-23d3-4bd8-9733-18d120465e824VDkLeXakQPdkfSfSzA0ic
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,4VDkLeXakQPdkfSfSzA0ic,b1b8fb5a-49d1-4527-a969-21aecf7b67c3,SSN_Conformity_Check,5b787ebc-23d3-4bd8-9733-18d120465e82b1b8fb5a-49d1-4527-a969-21aecf7b67c3,5b787ebc-23d3-4bd8-9733-18d120465e824VDkLeXakQPdkfSfSzA0ic
5b787ebc-23d3-4bd8-9733-18d120465e82,Profile_SUPPLIER,8,a5wSwrInvMVjQt4DAv7dsP,80036f46-bedd-4f6b-a3a6-2629cd935187,Country_Validity_Check,5b787ebc-23d3-4bd8-9733-18d120465e8280036f46-bedd-4f6b-a3a6-2629cd935187,5b787ebc-23d3-4bd8-9733-18d120465e82a5wSwrInvMVjQt4DAv7dsP
749db6d5-c9ea-4a0d-9434-f30875bc078c,Profile_SUPPLIER_DEMO_rule,2,acdIuyBoUXzfGmHxwKDeev,f8bce54b-2d3f-44f9-9378-9e532d1e96f4,Overflow,749db6d5-c9ea-4a0d-9434-f30875bc078cf8bce54b-2d3f-44f9-9378-9e532d1e96f4,749db6d5-c9ea-4a0d-9434-f30875bc078cacdIuyBoUXzfGmHxwKDeev
749db6d5-c9ea-4a0d-9434-f30875bc078c,Profile_SUPPLIER_DEMO_rule,2,acdIuyBoUXzfGmHxwKDeev,edea5dd6-91a5-46b9-aed6-d78a8db3fb4e,out_phone,749db6d5-c9ea-4a0d-9434-f30875bc078cedea5dd6-91a5-46b9-aed6-d78a8db3fb4e,749db6d5-c9ea-4a0d-9434-f30875bc078cacdIuyBoUXzfGmHxwKDeev
749db6d5-c9ea-4a0d-9434-f30875bc078c,Profile_SUPPLIER_DEMO_rule,2,acdIuyBoUXzfGmHxwKDeev,c117fd79-cc66-4629-86dd-4781d488f641,Unparsed,749db6d5-c9ea-4a0d-9434-f30875bc078cc117fd79-cc66-4629-86dd-4781d488f641,749db6d5-c9ea-4a0d-9434-f30875bc078cacdIuyBoUXzfGmHxwKDeev
749db6d5-c9ea-4a0d-9434-f30875bc078c,Profile_SUPPLIER_DEMO_rule,2,acdIuyBoUXzfGmHxwKDeev,5853002e-67aa-4e06-8a35-6f85d767de55,out_email,749db6d5-c9ea-4a0d-9434-f30875bc078c5853002e-67aa-4e06-8a35-6f85d767de55,749db6d5-c9ea-4a0d-9434-f30875bc078cacdIuyBoUXzfGmHxwKDeev
749db6d5-c9ea-4a0d-9434-f30875bc078c,Profile_SUPPLIER_DEMO_rule,2,dPnC8D6NbgLl6MHRxKOBOT,b1efd60a-257a-48fa-9461-26b8d7d5a664,Cleanse_Company_Name,749db6d5-c9ea-4a0d-9434-f30875bc078cb1efd60a-257a-48fa-9461-26b8d7d5a664,749db6d5-c9ea-4a0d-9434-f30875bc078cdPnC8D6NbgLl6MHRxKOBOT
749db6d5-c9ea-4a0d-9434-f30875bc078c,Profile_SUPPLIER_DEMO_rule,2,czA7nI3Hb4njw0rBKMwWeY,f1dd23f0-ddb7-4366-9cc6-902d9c3e9a09,Country_Check,749db6d5-c9ea-4a0d-9434-f30875bc078cf1dd23f0-ddb7-4366-9cc6-902d9c3e9a09,749db6d5-c9ea-4a0d-9434-f30875bc078cczA7nI3Hb4njw0rBKMwWeY
749db6d5-c9ea-4a0d-9434-f30875bc078c,Profile_SUPPLIER_DEMO_rule,2,czA7nI3Hb4njw0rBKMwWeY,267212ea-2875-42df-8449-939bd2f08b99,SSN_Conformity_Check,749db6d5-c9ea-4a0d-9434-f30875bc078c267212ea-2875-42df-8449-939bd2f08b99,749db6d5-c9ea-4a0d-9434-f30875bc078cczA7nI3Hb4njw0rBKMwWeY
